"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"148","AFL Live 2004","PS2",2003,"Sports","Acclaim Entertainment",0,0,0,0,0
"149","AFL Live 2004","XB",2003,"Sports","Acclaim Entertainment",0,0,0,0,0
"150","AFL Live Premiership Edition","PC",2004,"Sports","Acclaim Entertainment",0,0,0,0,0
"151","AFL Live Premiership Edition","PS2",2004,"Sports","Acclaim Entertainment",0,0,0,0,0
"152","AFL Live Premiership Edition","XB",2004,"Sports","Acclaim Entertainment",0,0,0,0,0
"153","After Hours Athletes","PS3",2011,"Sports","Sony Computer Entertainment",0,0.1,0,0.03,0.12
"154","Agassi Tennis Generation","GBA",2003,"Sports","Cryo Interactive",0,0,0,0,0
"155","Agassi Tennis Generation","PS2",2003,"Sports","DreamCatcher Interactive",0.04,0.03,0,0.01,0.09
"156","Agassi Tennis Generation 2002","GBA",2003,"Sports","DreamCatcher Interactive",0,0,0,0,0
"157","Aggressive Inline","GBA",2002,"Sports","Acclaim Entertainment",0,0,0,0,0.01
"158","Aggressive Inline","GC",2002,"Sports","Acclaim Entertainment",0.04,0.01,0,0,0.06
"159","Aggressive Inline","PS2",2002,"Sports","Acclaim Entertainment",0.17,0.13,0,0.04,0.35
"160","Aggressive Inline","XB",2002,"Sports","Acclaim Entertainment",0.05,0.01,0,0,0.06
"161","Air Hockey","NS",2018,"Sports","Sabec Limited",0,0,0,0,0
"162","Air Hockey","PS",2003,"Sports","Mud Duck Productions",0,0,0,0,0
"163","Airblade","PS2",2001,"Sports","Sony Computer Entertainment",0.11,0.09,0,0.03,0.23
"164","Airblade","PS2",2002,"Sports","Namco",0.11,0.09,0,0.03,0.23
"165","Albatross18: Realms of Pangya","PC",2005,"Sports","OGPlanet",0,0,0,0,0
"166","Alex Ferguson's Player Manager 2001","PS",2000,"Sports","3DO",0,0,0,0,0
"167","Alex Ferguson's Player Manager 2001","PS2",2001,"Sports","3DO",0,0,0,0,0
"168","Alex Ferguson's Player Manager 2002","GBA",2002,"Sports","Ubisoft",0,0,0,0,0
"169","Alex Ferguson's Player Manager 2002","PC",2002,"Sports","Ubisoft",0,0,0,0,0
"170","Alex Ferguson's Player Manager 2002","PS",2002,"Sports","Ubisoft",0,0,0,0,0
"171","Alex Ferguson's Player Manager 2003","PC",2003,"Sports","Ubisoft",0,0,0,0,0
"172","Alexi Lalas International Soccer","PS",1998,"Sports","Take-Two Interactive",0.04,0.03,0,0,0.07
"173","Alexi Lalas International Soccer","PS",1999,"Sports","Take-Two Interactive",0.04,0.03,0,0,0.07
"174","Alien Monster Bowling League","Wii",2009,"Sports","Destineer",0.09,0,0,0.01,0.09
"175","Alien Olympics 2044 AD","GB",1992,"Sports","Ocean",0,0,0,0,0
"176","All Round Hunter","Wii",2010,"Sports","505 Games",0,0,0,0,0
"177","All Round Hunter","X360",2010,"Sports","505 Games",0,0,0,0,0
"178","All Star 5-A-Side Football","DS",2010,"Sports","O-Games",0,0,0,0,0
"179","All Star Cheer Squad","DS",2008,"Sports","THQ",0.26,0,0,0.02,0.28
"180","All Star Cheer Squad","Wii",2008,"Sports","THQ",0.43,0.29,0,0.08,0.8
"181","All Star Cheer Squad 2","Wii",2009,"Sports","THQ",0.12,0,0,0.01,0.13
"182","All Star Soccer","PS",1997,"Sports","Eidos Interactive",0,0,0,0,0
"183","All Star Tennis 99","N64",1999,"Sports","Ubisoft",0.04,0.01,0,0,0.05
"184","All Star Watersports","PS",2003,"Sports","Phoenix Games",0,0,0,0,0
"185","All-Pro Basketball","NES",1989,"Sports","Victory Lap Games",0,0,0,0,0
"186","All-Pro Football 2K8","PS3",2007,"Sports","2K Sports",0.14,0,0,0.01,0.15
"187","All-Pro Football 2K8","PS3",2007,"Sports","Take-Two Interactive",0.14,0,0,0.01,0.15
"188","All-Pro Football 2K8","X360",2007,"Sports","2K Sports",0.24,0,0,0.02,0.26
"189","All-Pro Football 2K8","X360",2007,"Sports","Take-Two Interactive",0.24,0,0,0.02,0.26
"190","All-Star 1997 Featuring Frank Thomas","PS",1997,"Sports","Acclaim Entertainment",0,0,0,0,0
"191","All-Star Air Hockey","DSiW",2011,"Sports","Skyworks Interactive",0,0,0,0,0
"192","All-Star Baseball","PC",1997,"Sports","Acclaim Entertainment",0,0,0,0,0
"193","All-Star Baseball","SAT",1997,"Sports","Acclaim Entertainment",0,0,0,0,0
"194","All-Star Baseball 2000","GB",1999,"Sports","Acclaim Entertainment",0,0,0,0,0
"195","All-Star Baseball 2000","N64",1999,"Sports","Acclaim Entertainment",0.36,0.03,0,0,0.39
"196","All-Star Baseball 2001","GB",2000,"Sports","Acclaim Entertainment",0,0,0,0,0
"197","All-Star Baseball 2001","N64",2000,"Sports","Acclaim Entertainment",0.22,0.01,0,0,0.23
"198","All-Star Baseball 2002","GC",2001,"Sports","Acclaim Entertainment",0.17,0.04,0,0.01,0.22
"199","All-Star Baseball 2002","PS2",2001,"Sports","Acclaim Entertainment",0.27,0.21,0,0.07,0.56
"200","All-Star Baseball 2003","GBA",2002,"Sports","Acclaim Entertainment",0.11,0.04,0,0,0.15
"201","All-Star Baseball 2003","GC",2002,"Sports","Acclaim Entertainment",0.12,0.03,0,0,0.15
"202","All-Star Baseball 2003","PS2",2002,"Sports","Acclaim Entertainment",0.38,0.29,0,0.1,0.77
